time,current_grade,target_grade,speed,stock_flow,steam,filler,basis_weight,moisture,ash,caliper,off_spec
260,CB250,NB045,1200.0,260.0,3.5,45.0,45.06,8.38,12.58,60.22,0
261,CB250,NB045,1200.0,260.0,3.5,45.0,45.07,8.38,12.56,59.95,0
262,CB250,NB045,1200.0,260.0,3.5,45.0,45.28,8.4,12.62,59.86,0
263,CB250,NB045,1200.0,260.0,3.5,45.0,45.42,8.44,12.59,59.79,0
264,CB250,NB045,1200.0,260.0,3.5,45.0,45.51,8.41,12.54,59.46,0
265,CB250,NB045,1200.0,260.0,3.5,45.0,45.22,8.4,12.57,59.31,0
266,CB250,NB045,1200.0,260.0,3.5,45.0,45.16,8.4,12.58,59.37,0
267,CB250,NB045,1200.0,260.0,3.5,45.0,44.99,8.45,12.56,59.34,0
268,CB250,NB045,1200.0,260.0,3.5,45.0,45.13,8.5,12.55,59.03,0
269,CB250,NB045,1200.0,260.0,3.5,45.0,45.12,8.45,12.51,58.79,0
270,CB250,NB045,1200.0,260.0,3.5,45.0,44.93,8.47,12.5,58.62,0
271,CB250,NB045,1200.0,260.0,3.5,45.0,44.94,8.47,12.52,58.51,0
272,CB250,NB045,1200.0,260.0,3.5,45.0,45.17,8.47,12.53,58.45,0
273,CB250,NB045,1200.0,260.0,3.5,45.0,45.15,8.46,12.49,58.54,0
274,CB250,NB045,1200.0,260.0,3.5,45.0,45.14,8.42,12.5,58.42,0
275,CB250,NB045,1200.0,260.0,3.5,45.0,45.04,8.44,12.51,58.41,0
276,CB250,NB045,1200.0,260.0,3.5,45.0,44.99,8.48,12.52,58.12,0
277,CB250,NB045,1200.0,260.0,3.5,45.0,44.95,8.49,12.5,57.88,0
278,CB250,NB045,1200.0,260.0,3.5,45.0,44.9,8.51,12.48,57.89,0
279,CB250,NB045,1200.0,260.0,3.5,45.0,45.1,8.5,12.43,57.87,0
280,CB250,NB045,1200.0,260.0,3.5,45.0,45.1,8.49,12.49,57.46,0
281,CB250,NB045,1200.0,260.0,3.5,45.0,45.37,8.51,12.46,57.56,0
282,CB250,NB045,1200.0,260.0,3.5,45.0,45.42,8.5,12.43,57.59,0
283,CB250,NB045,1200.0,260.0,3.5,45.0,45.42,8.51,12.41,57.55,0
284,CB250,NB045,1200.0,260.0,3.5,45.0,45.54,8.5,12.44,57.27,0
285,CB250,NB045,1200.0,260.0,3.5,45.0,45.33,8.44,12.4,57.0,0
286,CB250,NB045,1200.0,260.0,3.5,45.0,45.23,8.47,12.34,56.73,0
287,CB250,NB045,1200.0,260.0,3.5,45.0,45.31,8.4,12.34,56.66,0
288,CB250,NB045,1200.0,260.0,3.5,45.0,45.35,8.43,12.26,56.68,0
289,CB250,NB045,1200.0,260.0,3.5,45.0,45.1,8.46,12.29,56.58,0
290,CB250,NB045,1200.0,260.0,3.5,45.0,45.13,8.47,12.21,56.46,0
291,CB250,NB045,1200.0,260.0,3.5,45.0,45.08,8.45,12.25,56.38,0
292,CB250,NB045,1200.0,260.0,3.5,45.0,45.3,8.5,12.29,56.44,0
293,CB250,NB045,1200.0,260.0,3.5,45.0,45.33,8.53,12.3,56.44,0
294,CB250,NB045,1200.0,260.0,3.5,45.0,45.22,8.5,12.28,56.6,0
295,CB250,NB045,1200.0,260.0,3.5,45.0,45.44,8.53,12.26,56.74,0
296,CB250,NB045,1200.0,260.0,3.5,45.0,45.37,8.52,12.24,56.67,0
297,CB250,NB045,1200.0,260.0,3.5,45.0,45.3,8.53,12.19,56.51,0
298,CB250,NB045,1200.0,260.0,3.5,45.0,45.19,8.48,12.17,56.49,0
299,CB250,NB045,1200.0,260.0,3.5,45.0,45.26,8.52,12.12,56.16,0
300,CB250,NB045,1200.0,260.0,3.5,45.0,45.1,8.5,12.12,56.09,0
1,CB250,AR170,522.17,1343.17,7.15,179.67,249.53,5.94,30.06,299.58,1
2,CB250,AR170,524.3,1336.45,7.1,179.34,248.99,5.91,30.17,299.0,1
3,CB250,AR170,526.39,1329.84,7.05,179.02,248.02,5.79,30.17,298.5,1
4,CB250,AR170,528.45,1323.34,7.0,178.7,247.51,5.74,30.17,298.07,1
5,CB250,AR170,530.48,1316.95,6.95,178.39,247.1,5.69,30.18,297.59,1
6,CB250,AR170,532.48,1310.67,6.9,178.08,246.29,5.62,30.21,296.98,1
7,CB250,AR170,534.48,1304.49,6.85,177.78,245.74,5.53,30.24,296.55,1
8,CB250,AR170,536.48,1298.42,6.8,177.48,244.94,5.49,30.33,295.98,1
9,CB250,AR170,538.48,1292.44,6.75,177.19,244.7,5.45,30.36,295.37,1
10,CB250,AR170,540.48,1286.57,6.7,176.91,244.38,5.44,30.39,294.99,1
11,CB250,AR170,542.48,1280.79,6.65,176.62,243.75,5.39,30.4,294.27,1
12,CB250,AR170,544.48,1275.11,6.6,176.35,243.33,5.36,30.44,294.04,1
13,CB250,AR170,546.48,1269.53,6.55,176.07,243.03,5.39,30.48,293.44,1
14,CB250,AR170,548.48,1264.04,6.5,175.81,242.71,5.32,30.48,293.0,1
15,CB250,AR170,550.48,1258.64,6.45,175.54,242.44,5.29,30.5,292.15,1
16,CB250,AR170,552.48,1253.33,6.4,175.28,242.03,5.24,30.44,291.69,1
17,CB250,AR170,554.48,1248.1,6.35,175.03,241.37,5.21,30.5,291.15,1
18,CB250,AR170,556.48,1242.97,6.3,174.78,240.71,5.22,30.56,290.61,1
19,CB250,AR170,558.48,1237.92,6.25,174.53,239.98,5.2,30.48,289.94,1
20,CB250,AR170,560.48,1232.95,6.2,174.29,239.4,5.22,30.51,289.16,1
21,CB250,AR170,562.48,1228.07,6.15,174.05,238.67,5.21,30.55,288.61,1
22,CB250,AR170,564.48,1223.27,6.1,173.82,238.48,5.17,30.49,287.91,1
23,CB250,AR170,566.48,1218.55,6.05,173.59,237.85,5.19,30.56,287.16,1
24,CB250,AR170,568.48,1213.91,6.0,173.36,237.19,5.19,30.57,286.51,1
25,CB250,AR170,570.48,1209.34,6.0,173.14,236.43,5.17,30.57,285.75,1
26,CB250,AR170,572.48,1204.85,6.0,172.92,236.05,5.14,30.54,285.18,1
27,CB250,AR170,574.48,1200.44,6.0,172.7,235.47,5.12,30.53,284.55,1
28,CB250,AR170,576.48,1196.1,6.0,172.49,234.98,5.07,30.57,283.79,1
29,CB250,AR170,578.48,1191.83,6.0,172.28,234.37,5.09,30.59,283.35,1
30,CB250,AR170,580.48,1187.63,6.0,172.08,233.47,5.07,30.52,282.94,1
31,CB250,AR170,582.48,1183.5,6.0,171.88,232.78,5.11,30.51,282.41,1
32,CB250,AR170,584.48,1179.45,6.0,171.68,232.0,5.12,30.4,281.88,1
33,CB250,AR170,586.48,1175.46,6.0,171.49,231.11,5.15,30.4,281.23,1
34,CB250,AR170,588.48,1171.53,6.0,171.29,230.6,5.14,30.4,280.74,1
35,CB250,AR170,590.48,1167.67,6.0,171.11,229.75,5.13,30.38,279.92,1
36,CB250,AR170,592.48,1163.88,6.0,170.92,228.9,5.15,30.32,279.24,1
37,CB250,AR170,594.48,1160.15,6.0,170.74,227.91,5.17,30.3,278.35,1
38,CB250,AR170,596.48,1156.48,6.0,170.56,227.23,5.17,30.29,277.44,1
39,CB250,AR170,598.48,1152.87,6.0,170.38,226.58,5.15,30.3,276.59,1
40,CB250,AR170,600.48,1149.32,6.0,170.21,225.8,5.15,30.23,275.71,1
41,CB250,AR170,602.48,1145.83,6.0,170.04,225.18,5.16,30.17,274.91,1
42,CB250,AR170,604.48,1142.4,6.0,169.87,224.46,5.18,30.18,274.31,1
43,CB250,AR170,606.48,1139.03,6.0,169.71,223.95,5.16,30.17,273.83,1
44,CB250,AR170,608.48,1135.71,6.0,169.55,223.54,5.2,30.13,273.11,1
45,CB250,AR170,610.48,1132.45,6.0,169.39,223.05,5.19,30.12,272.14,1
46,CB250,AR170,612.48,1129.24,6.0,169.23,222.45,5.15,30.07,271.72,1
47,CB250,AR170,614.48,1126.09,6.0,169.08,221.87,5.16,30.07,271.21,1
48,CB250,AR170,616.48,1122.99,6.0,168.93,221.31,5.19,30.04,270.18,1
49,CB250,AR170,618.48,1119.94,6.0,168.78,220.61,5.17,30.06,269.27,1
50,CB250,AR170,620.48,1116.94,6.0,168.63,219.77,5.15,30.02,268.6,1
51,CB250,AR170,622.48,1113.99,6.0,168.49,219.07,5.15,29.98,267.98,1
52,CB250,AR170,624.48,1111.09,6.0,168.35,218.79,5.17,29.91,267.51,1
53,CB250,AR170,626.48,1108.24,6.0,168.21,218.07,5.13,29.9,266.6,1
54,CB250,AR170,628.48,1105.43,6.0,168.07,217.48,5.13,29.88,265.91,1
55,CB250,AR170,630.48,1102.68,6.0,167.94,216.75,5.11,29.89,265.28,1
56,CB250,AR170,632.48,1099.97,6.0,167.8,216.26,5.07,29.89,264.46,1
57,CB250,AR170,634.48,1097.3,6.0,167.67,215.19,5.05,29.9,263.76,1
58,CB250,AR170,636.48,1094.68,6.0,167.55,214.5,5.07,29.94,263.01,1
59,CB250,AR170,638.48,1092.1,6.0,167.42,213.99,5.1,29.94,262.19,1
60,CB250,AR170,640.48,1089.56,6.0,167.3,213.46,5.14,29.85,261.52,1
61,CB250,AR170,642.48,1087.07,6.0,167.17,212.49,5.13,29.85,260.82,1
62,CB250,AR170,644.48,1084.62,6.0,167.05,212.05,5.1,29.8,259.84,1
63,CB250,AR170,646.48,1082.21,6.0,166.94,211.29,5.03,29.87,259.32,1
64,CB250,AR170,648.48,1079.84,6.0,166.82,210.93,4.96,29.89,258.61,1
65,CB250,AR170,650.0,1077.51,6.0,166.71,210.25,4.96,29.86,258.1,1
66,CB250,AR170,650.0,1075.22,6.0,166.6,209.62,4.98,29.85,257.35,1
67,CB250,AR170,650.0,1072.96,6.0,166.49,209.31,5.03,29.74,256.74,1
68,CB250,AR170,650.0,1070.75,6.0,166.38,209.17,5.02,29.75,256.3,1
69,CB250,AR170,650.0,1068.57,6.0,166.27,208.64,5.03,29.74,255.73,1
70,CB250,AR170,650.0,1066.43,6.0,166.17,208.22,5.06,29.68,255.04,1
71,CB250,AR170,650.0,1064.32,6.0,166.06,207.53,5.1,29.69,254.23,1
72,CB250,AR170,650.0,1062.25,6.0,165.96,207.07,5.13,29.68,253.62,1
73,CB250,AR170,650.0,1060.21,6.0,165.86,206.64,5.16,29.7,252.85,1
74,CB250,AR170,650.0,1058.21,6.0,165.76,206.26,5.13,29.69,252.47,1
75,CB250,AR170,650.0,1056.24,6.0,165.66,205.38,5.12,29.65,252.01,1
76,CB250,AR170,650.0,1054.3,6.0,165.56,204.77,5.12,29.68,251.42,1
77,CB250,AR170,650.0,1052.39,6.0,165.46,204.3,5.12,29.64,250.85,1
78,CB250,AR170,650.0,1050.52,6.0,165.36,203.91,5.1,29.61,250.02,1
79,CB250,AR170,650.0,1048.68,6.0,165.26,203.34,5.09,29.59,249.31,1
80,CB250,AR170,650.0,1046.87,6.0,165.16,203.03,5.06,29.58,248.6,1
81,CB250,AR170,650.0,1045.09,6.0,165.06,202.42,5.05,29.58,247.88,1
82,CB250,AR170,650.0,1043.33,6.0,164.96,202.06,5.06,29.55,246.89,1
83,CB250,AR170,650.0,1041.61,6.0,164.86,201.89,5.09,29.55,246.52,1
84,CB250,AR170,650.0,1039.92,6.0,164.76,201.15,5.06,29.58,245.78,1
85,CB250,AR170,650.0,1038.25,6.0,164.66,200.68,5.0,29.59,244.95,1
86,CB250,AR170,650.0,1036.62,6.0,164.56,200.34,4.96,29.54,244.55,1
87,CB250,AR170,650.0,1035.01,6.0,164.46,199.72,4.96,29.53,243.97,1
88,CB250,AR170,650.0,1033.42,6.0,164.36,199.19,4.92,29.5,243.19,1
89,CB250,AR170,650.0,1031.87,6.0,164.26,198.4,4.87,29.51,242.45,1
90,CB250,AR170,650.0,1030.33,6.0,164.16,198.18,4.88,29.54,241.51,1
91,CB250,AR170,650.0,1028.83,6.0,164.06,197.74,4.84,29.55,240.83,1
92,CB250,AR170,650.0,1027.33,6.0,163.96,197.03,4.92,29.51,240.15,1
93,CB250,AR170,650.0,1025.83,6.0,163.86,196.89,4.9,29.49,239.72,1
94,CB250,AR170,650.0,1024.33,6.0,163.76,196.23,4.86,29.47,239.03,1
95,CB250,AR170,650.0,1022.83,6.0,163.66,195.88,4.88,29.37,238.4,1
96,CB250,AR170,650.0,1021.33,6.0,163.56,195.63,4.84,29.4,238.04,1
97,CB250,AR170,650.0,1019.83,6.0,163.46,195.17,4.8,29.36,237.44,1
98,CB250,AR170,650.0,1018.33,6.0,163.36,194.77,4.78,29.35,236.92,1
99,CB250,AR170,650.0,1016.83,6.0,163.26,194.39,4.78,29.37,236.3,1
100,CB250,AR170,650.0,1015.33,6.0,163.16,193.88,4.83,29.31,235.7,1
101,CB250,AR170,650.0,1013.83,6.0,163.06,193.4,4.83,29.26,235.23,1
102,CB250,AR170,650.0,1012.33,6.0,162.96,192.93,4.83,29.22,234.93,1
103,CB250,AR170,650.0,1010.83,6.0,162.86,192.43,4.86,29.17,234.29,1
104,CB250,AR170,650.0,1009.33,6.0,162.76,191.83,4.8,29.13,233.99,1
105,CB250,AR170,650.0,1007.83,6.0,162.66,191.69,4.83,29.06,233.49,1
106,CB250,AR170,650.0,1006.33,6.0,162.56,191.38,4.86,29.05,233.0,1
107,CB250,AR170,650.0,1004.83,6.0,162.46,190.9,4.84,29.02,232.32,1
108,CB250,AR170,650.0,1003.33,6.0,162.36,190.78,4.89,29.1,231.88,1
109,CB250,AR170,650.0,1001.83,6.0,162.26,190.26,4.92,29.16,231.17,1
110,CB250,AR170,650.0,1000.33,6.0,162.16,190.11,4.99,29.15,230.53,1
111,CB250,AR170,650.0,998.83,6.0,162.06,189.8,4.96,29.12,230.2,1
112,CB250,AR170,650.0,997.33,6.0,161.96,189.41,4.91,29.09,229.62,1
113,CB250,AR170,650.0,995.83,6.0,161.86,189.13,4.92,29.08,229.08,1
114,CB250,AR170,650.0,994.33,6.0,161.76,188.88,4.96,29.07,228.5,1
115,CB250,AR170,650.0,992.83,6.0,161.66,188.52,4.95,29.1,227.93,1
116,CB250,AR170,650.0,991.33,6.0,161.56,188.32,4.94,29.13,227.26,1
117,CB250,AR170,650.0,989.83,6.0,161.46,187.7,4.94,29.08,226.82,1
118,CB250,AR170,650.0,988.33,6.0,161.36,187.42,4.98,29.03,226.01,1
119,CB250,AR170,650.0,986.83,6.0,161.26,187.15,5.0,28.97,225.58,1
120,CB250,AR170,650.0,985.33,6.0,161.16,186.87,5.1,28.95,224.73,1
121,CB250,AR170,650.0,983.83,6.0,161.06,186.6,5.06,28.94,224.11,1
122,CB250,AR170,650.0,982.33,6.0,160.96,186.25,5.02,28.95,223.58,1
123,CB250,AR170,650.0,980.83,6.0,160.86,185.95,4.93,28.98,223.45,1
124,CB250,AR170,650.0,979.33,6.0,160.76,185.45,4.93,28.93,222.81,1
125,CB250,AR170,650.0,977.83,6.0,160.66,184.98,4.95,28.93,222.34,1
126,CB250,AR170,650.0,976.33,6.0,160.56,184.76,4.92,28.86,221.87,1
127,CB250,AR170,650.0,974.83,6.0,160.46,184.65,4.92,28.83,221.31,1
128,CB250,AR170,650.0,973.33,6.0,160.36,184.45,4.94,28.81,220.77,1
129,CB250,AR170,650.0,971.83,6.0,160.26,184.33,4.91,28.73,220.03,1
130,CB250,AR170,650.0,970.33,6.0,160.16,183.95,4.92,28.71,219.32,1
131,CB250,AR170,650.0,968.83,6.0,160.06,183.6,4.93,28.76,218.62,1
132,CB250,AR170,650.0,967.33,6.0,160.0,183.25,4.95,28.73,218.21,1
133,CB250,AR170,650.0,965.83,6.0,160.0,182.67,4.96,28.74,217.74,1
134,CB250,AR170,650.0,964.33,6.0,160.0,182.39,4.99,28.7,217.14,1
135,CB250,AR170,650.0,962.83,6.0,160.0,181.91,4.99,28.72,216.58,1
136,CB250,AR170,650.0,961.33,6.0,160.0,181.55,5.03,28.65,215.89,1
137,CB250,AR170,650.0,959.83,6.0,160.0,181.15,5.03,28.6,215.39,1
138,CB250,AR170,650.0,958.33,6.0,160.0,180.83,5.08,28.58,214.94,1
139,CB250,AR170,650.0,956.83,6.0,160.0,180.75,5.08,28.55,214.64,1
140,CB250,AR170,650.0,955.33,6.0,160.0,180.59,5.09,28.51,214.24,1
141,CB250,AR170,650.0,953.83,6.0,160.0,180.24,5.12,28.53,213.8,1
142,CB250,AR170,650.0,952.33,6.0,160.0,179.95,5.08,28.51,213.26,1
143,CB250,AR170,650.0,950.83,6.0,160.0,179.95,5.07,28.51,212.8,1
144,CB250,AR170,650.0,949.33,6.0,160.0,179.83,5.08,28.5,212.29,1
145,CB250,AR170,650.0,947.83,6.0,160.0,179.34,5.08,28.5,211.9,1
146,CB250,AR170,650.0,946.33,6.0,160.0,179.02,5.11,28.43,211.35,1
147,CB250,AR170,650.0,944.83,6.0,160.0,178.75,5.12,28.5,210.94,1
148,CB250,AR170,650.0,943.33,6.0,160.0,178.54,5.15,28.52,210.73,1
149,CB250,AR170,650.0,941.83,6.0,160.0,178.36,5.13,28.5,210.43,1
150,CB250,AR170,650.0,940.33,6.0,160.0,178.43,5.12,28.5,209.92,1
151,CB250,AR170,650.0,940.0,6.0,160.0,178.17,5.11,28.47,209.48,1
152,CB250,AR170,650.0,940.0,6.0,160.0,177.94,5.11,28.44,208.93,1
153,CB250,AR170,650.0,940.0,6.0,160.0,177.68,5.12,28.4,208.56,1
154,CB250,AR170,650.0,940.0,6.0,160.0,177.47,5.12,28.42,208.14,1
155,CB250,AR170,650.0,940.0,6.0,160.0,177.17,5.13,28.49,207.62,1
156,CB250,AR170,650.0,940.0,6.0,160.0,176.86,5.12,28.43,207.23,1
157,CB250,AR170,650.0,940.0,6.0,160.0,177.0,5.12,28.44,207.18,1
158,CB250,AR170,650.0,940.0,6.0,160.0,176.62,5.06,28.36,206.78,1
159,CB250,AR170,650.0,940.0,6.0,160.0,176.44,5.02,28.39,206.45,1
160,CB250,AR170,650.0,940.0,6.0,160.0,175.97,5.04,28.35,205.79,1
161,CB250,AR170,650.0,940.0,6.0,160.0,175.7,5.06,28.39,205.79,1
162,CB250,AR170,650.0,940.0,6.0,160.0,175.56,5.05,28.43,205.55,1
163,CB250,AR170,650.0,940.0,6.0,160.0,175.35,5.0,28.43,205.0,1
164,CB250,AR170,650.0,940.0,6.0,160.0,174.97,5.0,28.43,204.86,1
165,CB250,AR170,650.0,940.0,6.0,160.0,174.53,5.0,28.34,204.39,1
166,CB250,AR170,650.0,940.0,6.0,160.0,174.47,5.0,28.33,204.03,1
167,CB250,AR170,650.0,940.0,6.0,160.0,174.19,5.04,28.34,203.86,0
168,CB250,AR170,650.0,940.0,6.0,160.0,174.06,5.03,28.28,203.32,0
169,CB250,AR170,650.0,940.0,6.0,160.0,174.05,5.03,28.28,202.97,0
170,CB250,AR170,650.0,940.0,6.0,160.0,173.96,4.97,28.29,202.67,0
171,CB250,AR170,650.0,940.0,6.0,160.0,173.68,5.02,28.28,202.18,0
172,CB250,AR170,650.0,940.0,6.0,160.0,173.68,5.05,28.29,202.0,0
173,CB250,AR170,650.0,940.0,6.0,160.0,173.36,5.05,28.34,201.61,0
174,CB250,AR170,650.0,940.0,6.0,160.0,173.2,5.05,28.34,201.24,0
175,CB250,AR170,650.0,940.0,6.0,160.0,172.89,5.04,28.37,200.84,0
176,CB250,AR170,650.0,940.0,6.0,160.0,172.93,5.06,28.37,200.39,0
177,CB250,AR170,650.0,940.0,6.0,160.0,172.72,5.02,28.4,200.16,0
178,CB250,AR170,650.0,940.0,6.0,160.0,172.72,5.0,28.42,199.98,0
179,CB250,AR170,650.0,940.0,6.0,160.0,172.74,4.97,28.39,199.95,0
180,CB250,AR170,650.0,940.0,6.0,160.0,172.53,4.91,28.32,199.64,0
181,CB250,AR170,650.0,940.0,6.0,160.0,172.53,4.87,28.3,199.68,0
182,CB250,AR170,650.0,940.0,6.0,160.0,172.48,4.89,28.26,199.55,0
183,CB250,AR170,650.0,940.0,6.0,160.0,172.35,4.88,28.22,199.35,0
184,CB250,AR170,650.0,940.0,6.0,160.0,172.43,4.88,28.2,199.38,0
185,CB250,AR170,650.0,940.0,6.0,160.0,172.15,4.86,28.17,199.25,0
186,CB250,AR170,650.0,940.0,6.0,160.0,171.81,4.84,28.17,199.06,0
187,CB250,AR170,650.0,940.0,6.0,160.0,171.79,4.82,28.21,199.07,0
188,CB250,AR170,650.0,940.0,6.0,160.0,171.7,4.86,28.26,199.03,0
189,CB250,AR170,650.0,940.0,6.0,160.0,171.86,4.85,28.23,198.75,0
190,CB250,AR170,650.0,940.0,6.0,160.0,171.66,4.86,28.25,198.53,0
191,CB250,AR170,650.0,940.0,6.0,160.0,171.55,4.89,28.16,198.17,0
192,CB250,AR170,650.0,940.0,6.0,160.0,171.27,4.92,28.16,197.96,0
193,CB250,AR170,650.0,940.0,6.0,160.0,171.05,4.95,28.09,197.61,0
194,CB250,AR170,650.0,940.0,6.0,160.0,170.91,5.01,28.03,197.38,0
195,CB250,AR170,650.0,940.0,6.0,160.0,170.85,5.03,28.01,196.95,0
196,CB250,AR170,650.0,940.0,6.0,160.0,170.83,5.01,28.04,196.64,0
197,CB250,AR170,650.0,940.0,6.0,160.0,170.77,4.96,28.06,196.3,0
198,CB250,AR170,650.0,940.0,6.0,160.0,170.73,4.95,28.01,196.21,0
199,CB250,AR170,650.0,940.0,6.0,160.0,170.79,4.98,28.04,195.93,0
200,CB250,AR170,650.0,940.0,6.0,160.0,170.87,4.99,28.05,195.82,0
201,CB250,AR170,650.0,940.0,6.0,160.0,171.11,4.98,28.03,195.6,0
202,CB250,AR170,650.0,940.0,6.0,160.0,171.12,4.96,28.0,195.47,0
203,CB250,AR170,650.0,940.0,6.0,160.0,171.36,4.99,28.0,195.29,0
204,CB250,AR170,650.0,940.0,6.0,160.0,171.52,4.99,27.99,194.96,0
205,CB250,AR170,650.0,940.0,6.0,160.0,171.44,4.97,27.93,194.55,0
206,CB250,AR170,650.0,940.0,6.0,160.0,171.42,4.95,27.89,194.37,0
207,CB250,AR170,650.0,940.0,6.0,160.0,171.54,4.92,27.88,194.55,0
208,CB250,AR170,650.0,940.0,6.0,160.0,171.68,4.94,27.93,194.43,0
209,CB250,AR170,650.0,940.0,6.0,160.0,171.59,4.92,27.96,194.4,0
210,CB250,AR170,650.0,940.0,6.0,160.0,171.61,4.87,27.95,194.44,0
211,CB250,AR170,650.0,940.0,6.0,160.0,171.65,4.85,27.91,194.37,0
212,CB250,AR170,650.0,940.0,6.0,160.0,171.67,4.9,27.93,194.12,0
213,CB250,AR170,650.0,940.0,6.0,160.0,171.56,4.91,27.98,194.01,0
214,CB250,AR170,650.0,940.0,6.0,160.0,171.69,4.89,27.92,193.85,0
215,CB250,AR170,650.0,940.0,6.0,160.0,171.57,4.95,27.91,193.66,0
216,CB250,AR170,650.0,940.0,6.0,160.0,171.36,4.97,27.92,193.56,0
217,CB250,AR170,650.0,940.0,6.0,160.0,170.98,4.99,27.94,193.39,0
218,CB250,AR170,650.0,940.0,6.0,160.0,170.85,5.04,27.97,193.34,0
219,CB250,AR170,650.0,940.0,6.0,160.0,170.94,5.11,27.92,193.49,0
220,CB250,AR170,650.0,940.0,6.0,160.0,170.81,5.14,27.9,193.31,0
221,CB250,AR170,650.0,940.0,6.0,160.0,170.74,5.06,27.92,193.19,0
222,CB250,AR170,650.0,940.0,6.0,160.0,170.51,5.11,27.89,193.04,0
223,CB250,AR170,650.0,940.0,6.0,160.0,170.54,5.09,27.83,193.03,0
224,CB250,AR170,650.0,940.0,6.0,160.0,170.55,5.1,27.82,192.78,0
225,CB250,AR170,650.0,940.0,6.0,160.0,170.25,5.12,27.86,193.03,0
226,CB250,AR170,650.0,940.0,6.0,160.0,170.22,5.14,27.87,193.0,0
227,CB250,AR170,650.0,940.0,6.0,160.0,170.32,5.17,27.86,193.11,0
228,CB250,AR170,650.0,940.0,6.0,160.0,170.21,5.14,27.86,193.22,0
229,CB250,AR170,650.0,940.0,6.0,160.0,170.1,5.11,27.88,193.28,0
230,CB250,AR170,650.0,940.0,6.0,160.0,170.14,5.09,27.83,193.31,0
231,CB250,AR170,650.0,940.0,6.0,160.0,170.16,5.09,27.81,193.15,0
232,CB250,AR170,650.0,940.0,6.0,160.0,170.1,5.12,27.81,192.93,0
233,CB250,AR170,650.0,940.0,6.0,160.0,170.33,5.09,27.87,192.65,0
234,CB250,AR170,650.0,940.0,6.0,160.0,170.42,5.11,27.96,192.63,0
235,CB250,AR170,650.0,940.0,6.0,160.0,170.17,5.15,27.99,192.72,0
236,CB250,AR170,650.0,940.0,6.0,160.0,170.21,5.08,27.96,192.55,0
237,CB250,AR170,650.0,940.0,6.0,160.0,170.13,5.12,28.04,192.51,0
238,CB250,AR170,650.0,940.0,6.0,160.0,170.2,5.11,28.04,192.5,0
239,CB250,AR170,650.0,940.0,6.0,160.0,170.2,5.12,28.05,192.53,0
240,CB250,AR170,650.0,940.0,6.0,160.0,170.06,5.12,28.03,192.67,0
241,CB250,AR170,650.0,940.0,6.0,160.0,170.23,5.14,27.98,192.56,0
242,CB250,AR170,650.0,940.0,6.0,160.0,170.31,5.18,27.97,192.55,0
243,CB250,AR170,650.0,940.0,6.0,160.0,170.28,5.18,28.02,192.44,0
244,CB250,AR170,650.0,940.0,6.0,160.0,170.03,5.17,28.04,192.29,0
245,CB250,AR170,650.0,940.0,6.0,160.0,169.98,5.14,28.01,192.24,0
246,CB250,AR170,650.0,940.0,6.0,160.0,170.0,5.16,28.01,192.0,0
247,CB250,AR170,650.0,940.0,6.0,160.0,169.99,5.18,27.99,191.97,0
248,CB250,AR170,650.0,940.0,6.0,160.0,170.07,5.19,28.01,191.76,0
249,CB250,AR170,650.0,940.0,6.0,160.0,169.93,5.18,27.95,191.6,0
250,CB250,AR170,650.0,940.0,6.0,160.0,169.82,5.12,27.95,191.3,0
251,CB250,AR170,650.0,940.0,6.0,160.0,170.16,5.11,27.98,191.32,0
252,CB250,AR170,650.0,940.0,6.0,160.0,169.98,5.08,27.97,191.37,0
253,CB250,AR170,650.0,940.0,6.0,160.0,169.56,5.16,28.02,191.34,0
254,CB250,AR170,650.0,940.0,6.0,160.0,169.73,5.21,28.01,191.26,0
255,CB250,AR170,650.0,940.0,6.0,160.0,169.58,5.19,27.98,191.25,0
256,CB250,AR170,650.0,940.0,6.0,160.0,169.82,5.2,27.96,191.38,0
257,CB250,AR170,650.0,940.0,6.0,160.0,170.1,5.19,27.93,191.32,0
258,CB250,AR170,650.0,940.0,6.0,160.0,169.91,5.17,27.95,191.33,0
259,CB250,AR170,650.0,940.0,6.0,160.0,169.98,5.17,27.94,191.12,0
260,CB250,AR170,650.0,940.0,6.0,160.0,169.93,5.17,27.88,191.18,0
261,CB250,AR170,650.0,940.0,6.0,160.0,170.19,5.19,27.94,191.25,0
262,CB250,AR170,650.0,940.0,6.0,160.0,170.14,5.17,27.99,191.2,0
263,CB250,AR170,650.0,940.0,6.0,160.0,170.52,5.2,27.9,191.31,0
264,CB250,AR170,650.0,940.0,6.0,160.0,170.53,5.21,27.93,191.24,0
265,CB250,AR170,650.0,940.0,6.0,160.0,170.63,5.19,27.94,191.27,0
266,CB250,AR170,650.0,940.0,6.0,160.0,170.6,5.14,27.96,191.37,0
267,CB250,AR170,650.0,940.0,6.0,160.0,170.49,5.17,27.97,191.19,0
268,CB250,AR170,650.0,940.0,6.0,160.0,170.27,5.17,27.95,191.3,0
269,CB250,AR170,650.0,940.0,6.0,160.0,170.14,5.14,27.88,191.1,0
270,CB250,AR170,650.0,940.0,6.0,160.0,170.02,5.11,27.85,191.14,0
271,CB250,AR170,650.0,940.0,6.0,160.0,170.21,5.14,27.86,191.4,0
272,CB250,AR170,650.0,940.0,6.0,160.0,170.41,5.16,27.83,191.46,0
